case_id;operation;timestamp
2298;Move;09/22/2017 13:49:35
2298;Move;09/23/2017 09:58:29
1521;Create;09/28/2017 11:56:47
76;Delete;09/27/2017 09:05:15
76;Open;9.8.2017 10:24
76;Open;09/21/2017 15:22:21
76;Delete;09/21/2017 15:19:04
76;Open;09/21/2017 15:22:09
76;Delete;09/21/2017 15:19:04
76;Delete;09/21/2017 15:19:04
76;Delete;09/21/2017 15:19:04
76;Open;9.8.2017 10:24
76;Delete;09/27/2017 09:05:15
3384;Open;09/23/2017 12:48:00
3384;Open;09/23/2017 12:19:15
918;Move;09/22/2017 13:49:29
918;Move;09/23/2017 09:58:37
918;Create;09/22/2017 13:49:29
918;Create;09/23/2017 09:58:37
2416;Open;09/23/2017 10:07:28
2416;Open;09/23/2017 10:07:21
2416;Open;09/23/2017 09:44:13
2416;Open;09/22/2017 13:50:45
2416;Open;09/23/2017 10:00:00
2416;Open;09/22/2017 13:49:21
2416;Open;09/23/2017 09:15:04
2416;Open;09/23/2017 10:02:37
2416;Open;09/23/2017 10:04:26
1049;Open;09/22/2017 13:49:21
1049;Open;09/23/2017 10:07:28
1049;Open;09/23/2017 10:00:00
1049;Open;09/23/2017 10:07:21
1049;Open;09/23/2017 09:15:05
1049;Open;09/23/2017 10:02:37
1049;Open;09/22/2017 13:50:45
1049;Open;09/23/2017 09:44:13
1049;Open;09/23/2017 10:04:27
3868;Create;09/28/2017 11:57:07
3276;Delete;9.10.2017 6:55
5065;Delete;09/21/2017 15:19:04
3222;Delete;09/23/2017 08:24:06
4463;Copy;09/14/2017 08:16:30
3879;Open;09/21/2017 15:24:35
534;Open;09/23/2017 13:18:33
534;Open;09/22/2017 13:49:13
534;Open;09/23/2017 09:43:56
534;Open;09/23/2017 10:04:23
534;Open;09/23/2017 10:07:13
534;Open;09/23/2017 09:13:39
534;Open;09/23/2017 09:35:02
834;Open;09/22/2017 10:31:25
834;Open;09/28/2017 08:48:39
834;Open;09/24/2017 12:56:31
3999;Delete;09/22/2017 13:49:29
3999;Create;09/22/2017 13:49:29
5300;Open;09/23/2017 13:47:46
1744;Open;09/23/2017 10:02:41
1744;Open;09/23/2017 10:02:42
1744;Open;09/23/2017 10:02:42
1744;Open;09/22/2017 13:51:03
1744;Open;09/22/2017 13:51:03
1744;Open;09/22/2017 13:51:03
1744;Open;09/22/2017 13:51:03
1744;Open;09/22/2017 13:51:04
1744;Open;09/23/2017 10:02:41
1744;Open;09/23/2017 10:02:41
1744;Open;09/22/2017 13:50:58
1744;Open;09/23/2017 10:02:41
1744;Open;09/23/2017 10:02:39
208;Open;09/22/2017 14:03:10
208;Delete;09/22/2017 14:26:29
208;Delete;09/22/2017 14:15:31
208;Open;09/22/2017 14:15:33
208;Copy;09/22/2017 14:15:24
208;Delete;09/22/2017 14:57:29
208;Delete;09/22/2017 14:57:23
208;Open;09/22/2017 14:15:28
208;Delete;09/22/2017 14:15:22
208;Delete;09/22/2017 14:26:18
208;Open;09/22/2017 14:30:12
208;Open;09/22/2017 14:30:12
208;Copy;09/22/2017 14:04:57
208;Open;09/22/2017 14:04:59
215;Open;09/22/2017 14:57:58
215;Open;09/22/2017 14:58:04
215;Create;09/22/2017 14:57:58
1926;Open;09/23/2017 13:33:57
1926;Open;09/23/2017 09:13:31
1926;Open;09/23/2017 12:30:54
1639;Open;09/23/2017 09:15:01
1639;Open;09/23/2017 10:07:28
1639;Open;09/23/2017 10:02:37
1639;Open;09/23/2017 10:04:26
1639;Open;09/23/2017 10:07:21
1639;Open;09/22/2017 13:50:45
1639;Open;09/22/2017 13:49:20
1639;Open;09/23/2017 09:44:12
1639;Open;09/23/2017 10:00:00
2337;Open;09/21/2017 15:22:20
2337;Open;09/21/2017 15:22:16
2337;Delete;09/27/2017 09:05:15
2337;Open;9.8.2017 10:24
2337;Delete;09/27/2017 09:05:16
2337;Delete;09/21/2017 15:19:04
2337;Delete;09/21/2017 15:19:04
2337;Delete;09/21/2017 15:19:04
2337;Delete;09/27/2017 09:05:15
2337;Open;9.8.2017 10:24
2337;Open;09/21/2017 15:22:11
2337;Delete;09/21/2017 15:19:04
2337;Delete;09/21/2017 15:19:04
2337;Delete;09/21/2017 15:19:04
1415;Open;09/23/2017 09:44:12
1415;Open;09/22/2017 13:49:20
1415;Open;09/23/2017 10:04:26
1415;Open;09/23/2017 10:07:21
1415;Open;09/23/2017 10:07:28
1415;Open;09/23/2017 09:15:02
1415;Open;09/22/2017 13:50:45
1415;Open;09/23/2017 10:00:00
1415;Open;09/23/2017 10:02:37
4999;Delete;09/17/2017 09:31:27
2673;Create;09/23/2017 08:26:24
2673;Open;09/23/2017 12:48:15
2673;Open;09/23/2017 12:19:28
717;Open;09/23/2017 08:59:02
717;Open;09/23/2017 10:18:54
717;Open;09/23/2017 10:18:52
717;Open;09/22/2017 14:35:26
717;Open;09/23/2017 09:57:47
717;Open;09/22/2017 13:49:03
717;Open;09/23/2017 09:58:00
717;Open;09/23/2017 09:33:46
5271;Move;09/24/2017 11:30:51
2713;Open;09/23/2017 12:19:09
2713;Open;09/23/2017 12:47:55
3947;Open;9.9.2017 9:03
3947;Delete;9.9.2017 9:03
2562;Create;09/28/2017 11:57:00
2575;Delete;09/23/2017 09:58:25
2575;Create;09/23/2017 09:58:24
4596;Create;09/22/2017 13:51:58
1915;Open;09/23/2017 09:15:37
1915;Open;09/23/2017 10:07:28
1915;Open;09/23/2017 09:44:23
1915;Open;09/23/2017 10:04:35
1915;Open;09/23/2017 10:00:04
4522;Delete;09/27/2017 09:05:19
5138;Create;09/28/2017 11:57:00
576;Delete;09/17/2017 09:31:27
576;Delete;09/17/2017 09:31:27
576;Delete;09/17/2017 09:31:27
576;Open;09/21/2017 15:20:10
576;Open;09/21/2017 15:20:10
576;Delete;09/17/2017 09:31:27
576;Delete;09/17/2017 09:31:27
576;Open;09/21/2017 15:21:48
576;Delete;09/17/2017 09:31:27
576;Delete;09/17/2017 09:31:27
576;Delete;09/17/2017 09:31:27
576;Delete;09/17/2017 09:31:27
576;Delete;09/17/2017 09:31:27
576;Delete;09/17/2017 09:31:27
576;Open;09/21/2017 15:22:37
576;Open;09/21/2017 15:22:34
576;Open;09/21/2017 15:20:12
576;Open;09/21/2017 15:20:11
576;Delete;09/17/2017 09:31:27
576;Delete;09/17/2017 09:31:27
576;Delete;09/17/2017 09:31:27
2577;Open;09/23/2017 08:11:50
2577;Create;09/23/2017 08:11:49
2577;Open;09/23/2017 08:11:56
5175;Create;09/28/2017 11:56:24
1518;Open;9.8.2017 10:24
1518;Open;09/22/2017 09:26:24
1518;Open;09/21/2017 15:22:30
1518;Open;09/22/2017 10:01:22
1518;Delete;09/21/2017 15:19:04
1518;Delete;09/21/2017 15:19:04
1092;Open;9.8.2017 10:24
1092;Open;09/22/2017 10:01:18
1092;Open;09/22/2017 09:26:21
1092;Open;09/21/2017 15:22:36
4672;Delete;09/23/2017 07:56:21
4053;Open;09/21/2017 15:22:15
4053;Open;09/22/2017 10:01:24
4053;Open;09/22/2017 09:26:28
4053;Delete;09/21/2017 15:19:04
4053;Delete;09/21/2017 15:19:04
3158;Open;09/23/2017 13:39:00
1793;Open;09/23/2017 10:07:22
1793;Open;09/23/2017 09:15:01
1793;Open;09/23/2017 10:07:28
1793;Open;09/23/2017 10:04:26
1793;Open;09/23/2017 10:02:37
1793;Open;09/22/2017 13:50:44
1793;Open;09/23/2017 09:44:12
1793;Open;09/23/2017 10:00:00
792;Open;09/14/2017 09:00:13
792;Open;09/14/2017 09:00:32
1805;Open;09/23/2017 10:04:26
1805;Open;09/23/2017 10:07:22
1805;Open;09/23/2017 09:44:11
1805;Open;09/23/2017 10:00:00
1805;Open;09/23/2017 10:07:28
1805;Open;09/23/2017 09:14:51
1805;Open;09/22/2017 13:49:19
1805;Open;09/22/2017 13:50:43
1805;Open;09/23/2017 10:02:37
4558;Delete;09/21/2017 15:19:04
1239;Open;09/28/2017 08:40:45
1239;Open;09/22/2017 10:07:50
1239;Open;09/22/2017 10:27:00
1239;Delete;09/22/2017 14:37:57
4711;Open;09/23/2017 09:58:33
4711;Create;09/23/2017 09:58:33
4711;Delete;09/23/2017 09:58:33
4615;Delete;9.7.2017 9:58
4615;Rename;9.6.2017 14:15
2428;Open;09/23/2017 10:07:28
2428;Open;09/23/2017 10:00:00
2428;Open;09/23/2017 10:07:21
2428;Open;09/22/2017 13:49:21
2428;Open;09/23/2017 09:15:05
2428;Open;09/23/2017 10:02:37
2428;Open;09/22/2017 13:50:45
2428;Open;09/23/2017 09:44:13
2428;Open;09/23/2017 10:04:27
2521;Create;09/23/2017 09:58:25
2521;Delete;09/23/2017 09:58:25
2615;Delete;09/27/2017 09:05:19
2840;Copy;09/14/2017 08:16:30
837;Open;09/24/2017 13:00:17
837;Open;09/22/2017 10:40:45
1979;Create;09/23/2017 07:55:32
1979;Open;09/23/2017 07:55:32
1979;Open;09/23/2017 07:56:03
5541;Copy;09/14/2017 08:16:30
5049;Rename;09/22/2017 14:55:44
2856;Delete;09/23/2017 10:07:19
2856;Delete;09/23/2017 10:15:19
2856;Delete;09/23/2017 09:59:00
2856;Open;09/23/2017 09:59:00
2953;Open;09/28/2017 08:22:56
2953;Open;09/28/2017 08:22:42
4187;Open;09/23/2017 10:07:22
4187;Open;09/23/2017 10:04:26
4187;Open;09/23/2017 10:02:37
4187;Open;09/23/2017 09:14:54
4187;Open;09/22/2017 13:49:19
4187;Open;09/22/2017 13:50:44
4187;Open;09/23/2017 09:44:11
4187;Open;09/23/2017 10:00:00
4187;Open;09/23/2017 10:07:28
1048;Open;09/22/2017 09:26:25
1048;Delete;09/22/2017 09:26:25
3561;Create;09/23/2017 09:58:32
3561;Move;09/22/2017 13:49:31
3561;Create;09/22/2017 13:49:31
3561;Move;09/23/2017 09:58:32
2166;Delete;09/22/2017 13:51:25
2166;Create;09/22/2017 13:51:25
682;Open;09/23/2017 10:07:29
682;Open;09/22/2017 13:50:43
682;Open;09/23/2017 10:00:00
682;Open;09/23/2017 10:02:37
682;Open;09/23/2017 10:04:26
682;Open;09/23/2017 09:15:12
682;Open;09/23/2017 10:02:37
682;Open;09/23/2017 09:14:45
682;Open;09/22/2017 13:50:48
682;Open;09/22/2017 13:49:18
682;Open;09/22/2017 13:49:23
682;Open;09/23/2017 10:07:22
682;Open;09/23/2017 10:07:22
682;Open;09/23/2017 10:07:27
682;Open;09/23/2017 09:44:14
682;Open;09/23/2017 10:04:27
682;Open;09/23/2017 09:44:09
682;Open;09/23/2017 10:00:01
2014;Open;09/23/2017 09:13:31
2014;Open;09/23/2017 13:33:46
2014;Open;09/23/2017 12:30:54
3095;Delete;09/22/2017 14:27:09
3762;Create;09/18/2017 09:57:00
3762;Create;09/18/2017 09:57:00
3877;Open;09/21/2017 15:24:34
3674;Copy;09/14/2017 08:16:30
1567;Delete;09/23/2017 07:56:21
2443;Create;09/23/2017 08:12:00
39;Open;09/27/2017 12:57:20
39;Open;09/27/2017 13:51:13
39;Open;09/27/2017 11:41:26
39;Open;09/27/2017 10:09:57
39;Copy;09/13/2017 10:01:20
39;Open;09/27/2017 11:12:16
39;Open;09/27/2017 11:36:21
39;Open;09/27/2017 11:06:32
39;Open;09/27/2017 12:48:17
39;Open;09/27/2017 11:26:49
39;Open;09/27/2017 14:21:05
39;Open;09/27/2017 14:18:33
39;Open;09/28/2017 07:32:17
39;Open;09/27/2017 12:46:12
39;Open;09/27/2017 09:40:16
39;Open;09/24/2017 15:13:47
39;Open;9.7.2017 10:16
39;Open;09/27/2017 10:11:44
39;Open;09/27/2017 11:39:30
39;Open;09/27/2017 09:59:43
39;Open;09/27/2017 09:33:56
39;Open;09/27/2017 10:07:57
39;Open;09/27/2017 09:30:18
649;Open;09/24/2017 12:55:59
649;Open;09/22/2017 10:31:01
649;Open;09/28/2017 08:47:35
1949;Open;09/23/2017 10:03:18
1949;Open;09/23/2017 10:11:18
1949;Delete;09/23/2017 10:18:52
1949;Delete;09/23/2017 10:11:19
1949;Delete;09/23/2017 10:03:20
2783;Delete;09/27/2017 09:05:16
2783;Open;09/21/2017 15:22:18
2783;Delete;09/21/2017 15:19:04
2783;Delete;09/21/2017 15:19:04
916;Move;09/22/2017 13:49:29
916;Create;09/22/2017 13:49:29
916;Create;09/23/2017 09:58:32
916;Move;09/23/2017 09:58:32
369;Copy;09/22/2017 13:51:52
369;Copy;09/23/2017 09:15:04
1037;Open;09/23/2017 12:47:57
1037;Open;09/23/2017 13:18:50
1037;Open;09/22/2017 14:29:48
1037;Open;09/23/2017 12:19:12
1037;Open;09/23/2017 08:58:02
1037;Open;09/22/2017 14:35:37
542;Create;09/23/2017 10:06:33
542;Rename;09/23/2017 10:06:35
542;Create;09/22/2017 13:43:28
542;Rename;09/22/2017 13:55:24
2309;Open;09/23/2017 10:06:18
2309;Delete;09/23/2017 10:14:19
2309;Delete;09/23/2017 10:06:19
2872;Create;09/28/2017 11:56:53
4864;Delete;9.8.2017 12:10
1441;Create;09/22/2017 14:57:54
3670;Delete;09/17/2017 09:31:27
4839;Create;09/23/2017 08:11:48
289;Create;09/22/2017 14:01:31
289;Open;09/22/2017 14:01:32
289;Open;09/22/2017 14:01:31
3858;Create;09/28/2017 11:57:06
3045;Delete;9.10.2017 6:55
3045;Delete;09/17/2017 09:31:27
3815;Open;09/23/2017 09:33:46
3609;Delete;09/23/2017 08:24:06
324;Delete;09/23/2017 09:16:27
4062;Move;09/23/2017 14:17:57
4062;Create;09/23/2017 14:17:52
4840;Create;09/23/2017 08:11:49
829;Copy;09/23/2017 13:06:39
829;Delete;09/23/2017 13:06:41
829;Open;09/23/2017 13:06:35
4915;Move;9.8.2017 9:25
5196;Create;09/28/2017 11:56:23
1240;Open;09/28/2017 09:01:13
1240;Open;09/22/2017 10:41:03
1240;Open;09/24/2017 13:00:46
487;Open;09/22/2017 13:49:17
487;Open;09/23/2017 09:44:06
487;Open;09/23/2017 10:00:00
487;Open;09/22/2017 13:50:43
487;Open;09/23/2017 10:07:21
487;Open;09/23/2017 10:02:36
487;Open;09/23/2017 10:07:27
487;Open;09/23/2017 09:14:22
487;Open;09/23/2017 10:04:26
2637;Open;09/22/2017 13:51:24
2637;Move;09/22/2017 13:51:18
2637;Move;09/24/2017 11:30:51
2637;Delete;09/22/2017 13:51:19
2637;Move;09/22/2017 13:51:19
2637;Move;09/22/2017 13:51:18
1885;Delete;09/22/2017 13:51:19
1885;Move;09/22/2017 13:51:18
1885;Move;09/22/2017 13:51:19
1885;Move;09/24/2017 11:30:51
1885;Open;09/22/2017 13:51:24
1885;Move;09/22/2017 13:51:18
1664;Open;09/23/2017 09:33:46
5437;Delete;09/23/2017 08:24:06
1765;Open;09/23/2017 12:18:32
1765;Open;09/23/2017 13:18:33
1765;Open;09/23/2017 12:47:41
2763;Open;09/23/2017 13:38:59
5435;Delete;09/23/2017 08:24:06
5025;Create;09/22/2017 14:57:50
5025;Open;09/22/2017 14:57:50
5025;Open;09/22/2017 14:57:54
2143;Delete;09/17/2017 09:31:27
2143;Open;09/21/2017 15:20:11
2143;Open;09/21/2017 15:22:36
2143;Delete;09/17/2017 09:31:27
2143;Delete;09/17/2017 09:31:27
2143;Delete;09/17/2017 09:31:27
2143;Delete;09/17/2017 09:31:27
2143;Open;09/22/2017 10:31:14
2143;Open;09/28/2017 08:48:24
2143;Open;09/21/2017 15:20:12
2143;Open;09/21/2017 15:22:38
2143;Open;09/21/2017 15:20:13
2143;Delete;09/17/2017 09:31:27
2143;Delete;09/17/2017 09:31:27
2143;Delete;09/17/2017 09:31:27
2143;Delete;09/17/2017 09:31:27
2143;Open;09/21/2017 15:21:54
2143;Delete;09/17/2017 09:31:27
2143;Delete;09/17/2017 09:31:27
2143;Delete;09/17/2017 09:31:27
4679;Delete;09/23/2017 07:56:21
7;Copy;09/14/2017 08:16:30
7;Copy;09/22/2017 13:23:25
3616;Delete;09/23/2017 08:24:06
4089;Create;09/23/2017 09:58:35
4089;Delete;09/23/2017 09:58:35
4720;Create;09/23/2017 09:58:37
4720;Delete;09/23/2017 09:58:37
2809;Create;09/23/2017 10:06:25
2809;Delete;09/23/2017 10:06:25
2687;Open;09/23/2017 12:19:30
2687;Open;09/23/2017 12:48:17
2992;Delete;09/23/2017 07:56:21
1797;Open;09/23/2017 09:44:13
1797;Open;09/23/2017 10:04:27
1797;Open;09/23/2017 09:15:09
1797;Open;09/22/2017 13:49:22
1797;Open;09/23/2017 10:00:01
1797;Open;09/23/2017 10:07:22
1797;Open;09/23/2017 10:02:37
1797;Open;09/22/2017 13:50:46
1797;Open;09/23/2017 10:07:29
1596;Move;09/23/2017 09:16:24
4890;Delete;09/23/2017 07:56:21
4843;Rename;9.9.2017 10:45
5143;Create;09/28/2017 11:57:02
3746;Delete;09/23/2017 07:56:21
2259;Open;09/23/2017 12:30:54
2259;Open;09/23/2017 13:33:57
2259;Open;09/23/2017 09:13:32
3735;Delete;09/23/2017 08:24:06
3053;Create;09/23/2017 10:00:04
3053;Delete;09/23/2017 10:00:04
1617;Open;09/23/2017 10:00:01
1617;Open;09/23/2017 09:44:15
1617;Open;09/23/2017 10:04:27
1617;Open;09/23/2017 09:15:15
1617;Open;09/22/2017 13:50:50
1617;Open;09/23/2017 10:07:29
1617;Open;09/23/2017 10:07:22
1617;Open;09/22/2017 13:49:26
1617;Open;09/23/2017 10:02:37
2364;Delete;09/22/2017 14:27:09
5381;Open;09/22/2017 13:49:13
976;Open;09/22/2017 13:49:26
976;Open;09/23/2017 09:44:15
976;Open;09/23/2017 10:07:29
976;Open;09/23/2017 10:00:01
976;Open;09/23/2017 10:02:37
976;Open;09/23/2017 10:04:27
976;Open;09/23/2017 10:07:21
976;Open;09/23/2017 09:15:15
976;Open;09/22/2017 13:50:50
1225;Create;09/23/2017 09:58:25
1225;Delete;09/23/2017 09:58:25
4208;Create;09/22/2017 14:30:01
1203;Create;09/28/2017 11:55:48
3510;Delete;9.7.2017 9:47
758;Create;09/22/2017 13:49:29
758;Delete;09/22/2017 13:49:29
5029;Create;09/22/2017 14:58:05
1971;Open;09/23/2017 12:47:43
1971;Open;09/23/2017 12:18:34
1971;Open;09/23/2017 13:18:41
5003;Delete;09/17/2017 09:31:27
1868;Delete;09/22/2017 10:00:03
2633;Open;09/23/2017 10:04:27
2633;Open;09/22/2017 13:50:47
2633;Open;09/22/2017 13:49:23
2633;Open;09/23/2017 09:44:14
2633;Open;09/23/2017 10:02:37
2633;Open;09/23/2017 10:07:29
2633;Open;09/23/2017 10:07:22
2633;Open;09/23/2017 10:00:01
2633;Open;09/23/2017 09:15:11
3450;Open;09/23/2017 12:48:27
3450;Open;09/23/2017 12:19:40
3316;Delete;09/20/2017 13:31:33
5542;Copy;09/14/2017 08:16:30
2285;Open;09/23/2017 10:02:37
2285;Open;09/23/2017 09:44:11
2285;Open;09/23/2017 10:07:21
2285;Open;09/23/2017 10:00:00
2285;Open;09/23/2017 10:04:26
2285;Open;09/23/2017 10:07:28
2285;Open;09/22/2017 13:50:43
2285;Open;09/23/2017 09:14:50
2285;Open;09/22/2017 13:49:19
1248;Open;09/28/2017 08:50:43
1248;Open;09/22/2017 10:32:30
1248;Open;09/24/2017 12:57:42
500;Create;09/22/2017 14:30:10
4048;Open;09/15/2017 14:36:29
4048;Open;09/23/2017 13:18:53
2892;Create;09/22/2017 13:49:13
2892;Delete;09/22/2017 13:51:51
2892;Delete;09/22/2017 13:49:13
2892;Create;09/22/2017 13:45:29
2892;Create;09/22/2017 13:51:51
2892;Delete;09/22/2017 13:45:29
3564;Delete;09/23/2017 09:58:26
3564;Open;09/23/2017 09:58:19
3564;Create;09/23/2017 09:58:19
405;Rename;09/23/2017 09:16:27
405;Rename;09/23/2017 09:14:59
405;Rename;09/22/2017 13:51:41
404;Rename;09/23/2017 09:16:26
404;Rename;09/23/2017 09:14:57
404;Rename;09/22/2017 13:51:41
1576;Open;09/22/2017 13:50:34
1576;Open;09/23/2017 09:15:19
679;Create;09/22/2017 13:49:32
679;Delete;09/22/2017 13:49:32
4984;Open;09/23/2017 13:28:57
4896;FTP;9.7.2017 12:57
4896;FTP;9.7.2017 12:57
109;Delete;09/15/2017 12:26:14
109;Delete;09/15/2017 11:53:18
111;Open;09/15/2017 12:15:08
111;Move;09/14/2017 13:45:28
111;Open;09/14/2017 09:07:37
111;Copy;09/15/2017 12:53:37
111;Delete;09/15/2017 09:33:31
111;Copy;09/22/2017 13:23:25
111;Delete;09/14/2017 14:15:51
111;Delete;09/15/2017 09:33:28
111;Open;09/15/2017 11:50:33
111;Open;09/15/2017 12:03:37
111;Copy;09/15/2017 11:49:04
111;Copy;09/15/2017 12:21:02
111;Copy;09/15/2017 12:25:04
111;Open;9.7.2017 12:38
111;Move;09/14/2017 13:55:38
111;Copy;09/14/2017 08:16:30
111;Open;9.7.2017 12:57
111;Move;9.7.2017 13:01
111;Copy;09/15/2017 12:52:50
111;Copy;09/15/2017 12:56:55
111;Copy;09/15/2017 13:08:09
111;Delete;09/15/2017 13:08:00
111;Open;09/14/2017 14:10:00
111;Move;09/14/2017 14:08:13
111;Move;09/14/2017 14:09:26
111;Move;09/14/2017 14:09:27
111;Copy;09/15/2017 09:00:33
111;Copy;09/15/2017 09:00:59
111;Copy;09/15/2017 09:01:11
111;MoveExternal;09/15/2017 09:00:48
111;Copy;09/15/2017 09:08:02
111;Copy;09/15/2017 09:08:23
111;Copy;09/15/2017 09:15:54
111;MoveExternal;09/15/2017 09:25:38
111;Copy;09/15/2017 08:58:45
108;Move;09/15/2017 12:25:10
108;Delete;9.8.2017 7:26
108;Move;09/17/2017 09:46:25
108;Copy;9.8.2017 7:27
108;Copy;09/15/2017 13:08:54
108;Copy;09/15/2017 12:53:41
108;Open;09/17/2017 09:46:28
108;Open;9.10.2017 6:34
108;Copy;9.8.2017 7:40
108;Delete;9.8.2017 7:40
108;Open;9.9.2017 16:34
108;Delete;9.10.2017 6:55
108;Open;9.10.2017 4:34
108;Open;9.10.2017 6:04
108;Open;9.10.2017 2:34
108;Open;9.10.2017 3:34
108;Open;9.10.2017 5:04
108;Open;9.9.2017 23:04
108;Open;9.9.2017 23:34
108;Open;9.10.2017 0:04
108;Open;9.10.2017 0:34
108;Open;9.10.2017 1:04
108;Open;9.10.2017 1:34
108;Open;9.9.2017 17:04
108;Open;9.9.2017 18:04
108;Open;9.9.2017 17:34
108;Copy;9.7.2017 14:35
108;Copy;9.7.2017 14:35
108;Copy;9.7.2017 14:35
108;Delete;9.8.2017 7:26
108;Delete;09/17/2017 09:51:20
108;Delete;9.8.2017 7:26
108;Open;9.10.2017 4:04
108;Delete;09/15/2017 09:33:28
108;Copy;09/15/2017 11:49:04
108;Copy;09/15/2017 12:21:17
108;Move;09/14/2017 13:45:28
108;Open;9.9.2017 18:34
108;Open;9.10.2017 3:04
108;Copy;09/15/2017 12:52:56
108;Open;9.9.2017 22:34
108;Open;9.10.2017 5:34
108;Open;9.10.2017 2:04
108;Copy;09/14/2017 08:16:30
108;Open;9.9.2017 19:04
108;Open;9.9.2017 19:34
108;Open;9.9.2017 20:04
108;Open;9.9.2017 20:34
108;Open;9.9.2017 21:04
108;Open;9.9.2017 21:34
108;Open;9.9.2017 13:53
108;Open;9.9.2017 13:56
108;Open;9.9.2017 14:01
108;Open;9.9.2017 14:14
108;Open;9.9.2017 14:41
